"state","collection_date","positive","all_SGTF","sequenced_SGTF","B117"
"SC","2021-01-07",4,0,0,0
"TN","2021-01-07",10,0,0,0
"TX","2021-01-07",266,0,0,0
"VA","2021-01-07",12,0,0,0
"WA","2021-01-07",6,0,0,0
"AL","2021-01-08",4,0,0,0
"AZ","2021-01-08",128,0,0,0
"CA","2021-01-08",983,9,0,0
"CT","2021-01-08",4,0,0,0
"DE","2021-01-08",3,0,0,0
"FL","2021-01-08",763,11,0,0
"GA","2021-01-08",324,3,0,0
"IL","2021-01-08",45,0,0,0
"IN","2021-01-08",268,0,0,0
"KY","2021-01-08",4,0,0,0
"LA","2021-01-08",58,0,0,0
"MA","2021-01-08",98,5,0,0
"MI","2021-01-08",67,0,0,0
"MN","2021-01-08",9,0,0,0
"NC","2021-01-08",220,1,0,0
"NJ","2021-01-08",12,0,0,0
"NY","2021-01-08",7,0,0,0
"OH","2021-01-08",12,0,0,0
"OK","2021-01-08",7,0,0,0
"PA","2021-01-08",311,0,0,0
"SC","2021-01-08",3,0,0,0
"TX","2021-01-08",251,2,0,0
"AZ","2021-01-09",109,0,0,0
"CA","2021-01-09",798,0,0,0
"FL","2021-01-09",556,12,0,0
"GA","2021-01-09",267,1,0,0
"IL","2021-01-09",26,0,0,0
"IN","2021-01-09",272,0,0,0
"LA","2021-01-09",34,1,0,0
"MA","2021-01-09",88,2,0,0
"MI","2021-01-09",62,0,0,0
"MN","2021-01-09",7,0,0,0
"NC","2021-01-09",209,0,0,0
"NJ","2021-01-09",9,0,0,0
"NY","2021-01-09",3,0,0,0
"OH","2021-01-09",10,0,0,0
"PA","2021-01-09",239,1,0,0
"SC","2021-01-09",5,0,0,0
"TX","2021-01-09",205,0,0,0
"VA","2021-01-09",6,0,0,0
"WA","2021-01-09",4,0,0,0
"AZ","2021-01-10",81,0,0,0
"CA","2021-01-10",643,7,0,0
"FL","2021-01-10",490,11,6,5
"GA","2021-01-10",221,0,0,0
"IL","2021-01-10",28,0,0,0
"IN","2021-01-10",256,0,0,0
"KY","2021-01-10",6,0,0,0
"LA","2021-01-10",36,0,0,0
"MA","2021-01-10",83,3,2,0
"MI","2021-01-10",53,1,0,0
"MN","2021-01-10",8,0,0,0
"NC","2021-01-10",171,1,1,0
"NJ","2021-01-10",6,0,0,0
"NY","2021-01-10",3,0,0,0
"OH","2021-01-10",7,0,0,0
"PA","2021-01-10",184,3,2,1
"TX","2021-01-10",191,0,0,0
"AL","2021-01-11",4,0,0,0
"AZ","2021-01-11",163,0,0,0
"CA","2021-01-11",1035,12,7,7
"FL","2021-01-11",769,14,13,11
"GA","2021-01-11",357,2,2,2
"IL","2021-01-11",33,0,0,0
"IN","2021-01-11",264,0,0,0
"LA","2021-01-11",41,1,1,1
"MA","2021-01-11",123,9,9,0
"MI","2021-01-11",63,1,1,1
"MN","2021-01-11",20,0,0,0
"NC","2021-01-11",243,1,1,1
"NJ","2021-01-11",5,0,0,0
"NV","2021-01-11",3,0,0,0
"NY","2021-01-11",10,0,0,0
"OH","2021-01-11",12,0,0,0
"PA","2021-01-11",277,1,1,0
"TX","2021-01-11",254,0,0,0
"WI","2021-01-11",3,0,0,0
"AL","2021-01-12",9,0,0,0
"AZ","2021-01-12",133,0,0,0
"CA","2021-01-12",872,9,9,7
"CO","2021-01-12",5,0,0,0
"DE","2021-01-12",4,0,0,0
"FL","2021-01-12",610,13,13,10
"GA","2021-01-12",353,3,2,2
"IL","2021-01-12",43,0,0,0
"IN","2021-01-12",254,0,0,0
"KY","2021-01-12",3,0,0,0
"LA","2021-01-12",45,0,0,0
"MA","2021-01-12",102,1,1,0
"MI","2021-01-12",54,1,1,1
"MN","2021-01-12",12,0,0,0
"MO","2021-01-12",5,0,0,0
"MS","2021-01-12",5,0,0,0
"NC","2021-01-12",260,0,0,0
"NJ","2021-01-12",10,0,0,0
"NM","2021-01-12",3,0,0,0
"NV","2021-01-12",10,0,0,0
"NY","2021-01-12",5,0,0,0
"OH","2021-01-12",13,1,1,0
"PA","2021-01-12",249,0,0,0
"RI","2021-01-12",3,0,0,0
"SC","2021-01-12",12,0,0,0
"TN","2021-01-12",5,0,0,0
"TX","2021-01-12",249,0,0,0
"VA","2021-01-12",12,0,0,0
"WA","2021-01-12",3,0,0,0
"WI","2021-01-12",4,0,0,0
"AL","2021-01-13",6,0,0,0
"AZ","2021-01-13",93,1,1,0
"CA","2021-01-13",847,4,4,4
"FL","2021-01-13",609,13,13,7
"GA","2021-01-13",270,1,1,0
"IL","2021-01-13",39,0,0,0
"IN","2021-01-13",212,0,0,0
"LA","2021-01-13",29,0,0,0
"MA","2021-01-13",74,0,0,0
"MI","2021-01-13",47,0,0,0
"MN","2021-01-13",11,0,0,0
"MO","2021-01-13",5,0,0,0
"NC","2021-01-13",219,0,0,0
"NJ","2021-01-13",12,0,0,0
"NY","2021-01-13",12,0,0,0
"OH","2021-01-13",6,0,0,0
"PA","2021-01-13",218,0,0,0
"SC","2021-01-13",3,0,0,0
"TX","2021-01-13",214,0,0,0
"VA","2021-01-13",4,0,0,0
"AL","2021-01-14",8,0,0,0
"AR","2021-01-14",3,0,0,0
"AZ","2021-01-14",105,0,0,0
"CA","2021-01-14",814,12,11,10
"CT","2021-01-14",3,0,0,0
"FL","2021-01-14",641,16,16,12
"GA","2021-01-14",311,7,7,6
"IL","2021-01-14",44,0,0,0
"IN","2021-01-14",228,0,0,0
"KY","2021-01-14",6,0,0,0
"LA","2021-01-14",34,0,0,0
"MA","2021-01-14",118,2,2,0
"MI","2021-01-14",47,0,0,0
"MN","2021-01-14",9,0,0,0
"MS","2021-01-14",8,0,0,0
"NC","2021-01-14",247,2,2,2
"NJ","2021-01-14",10,0,0,0
"NV","2021-01-14",6,0,0,0
"NY","2021-01-14",3,0,0,0
"OH","2021-01-14",12,0,0,0
"PA","2021-01-14",247,5,5,0
"SC","2021-01-14",11,0,0,0
"TN","2021-01-14",3,0,0,0
"TX","2021-01-14",260,0,0,0
"VA","2021-01-14",7,0,0,0
"WA","2021-01-14",3,0,0,0
"AL","2021-01-15",7,0,0,0
"AZ","2021-01-15",92,0,0,0
"CA","2021-01-15",719,4,4,3
"FL","2021-01-15",611,17,17,10
"GA","2021-01-15",281,1,1,1
"IL","2021-01-15",32,0,0,0
"IN","2021-01-15",209,1,1,0
"LA","2021-01-15",26,0,0,0
"MA","2021-01-15",85,3,3,0
"MI","2021-01-15",34,0,0,0
"MN","2021-01-15",11,0,0,0
"MO","2021-01-15",3,0,0,0
"NC","2021-01-15",208,1,1,0
"NJ","2021-01-15",6,1,1,1
"NV","2021-01-15",3,1,1,0
"NY","2021-01-15",9,0,0,0
"OH","2021-01-15",7,0,0,0
"PA","2021-01-15",229,2,2,2
"SC","2021-01-15",5,0,0,0
"TX","2021-01-15",190,1,1,0
"AZ","2021-01-16",108,0,0,0
"CA","2021-01-16",629,13,13,11
"FL","2021-01-16",587,24,24,18
"GA","2021-01-16",259,2,2,1
"IL","2021-01-16",26,0,0,0
"IN","2021-01-16",197,0,0,0
"KY","2021-01-16",3,0,0,0
"LA","2021-01-16",34,0,0,0
"MA","2021-01-16",92,2,2,1
"MD","2021-01-16",5,0,0,0
"MI","2021-01-16",42,0,0,0
"MN","2021-01-16",8,2,2,2
"MS","2021-01-16",3,0,0,0
"NC","2021-01-16",198,0,0,0
"NJ","2021-01-16",15,1,1,1
"NY","2021-01-16",10,2,2,1
"OH","2021-01-16",8,0,0,0
"PA","2021-01-16",208,2,2,1
"TX","2021-01-16",160,0,0,0
"VA","2021-01-16",7,1,1,1
"AZ","2021-01-17",80,0,0,0
"CA","2021-01-17",530,3,3,3
"FL","2021-01-17",508,17,17,16
"GA","2021-01-17",234,1,1,0
"IL","2021-01-17",26,0,0,0
"IN","2021-01-17",215,0,0,0
"LA","2021-01-17",20,0,0,0
"MA","2021-01-17",66,0,0,0
"MD","2021-01-17",4,0,0,0
"MI","2021-01-17",37,0,0,0
"MN","2021-01-17",11,0,0,0
"NC","2021-01-17",174,1,1,1
"NJ","2021-01-17",13,0,0,0
"NY","2021-01-17",8,1,1,1
"PA","2021-01-17",163,1,1,1
"TX","2021-01-17",184,2,2,1
"AL","2021-01-18",5,0,0,0
"AZ","2021-01-18",125,0,0,0
"CA","2021-01-18",835,6,6,5
"FL","2021-01-18",703,28,26,19
"GA","2021-01-18",306,2,2,2
"IL","2021-01-18",41,0,0,0
"IN","2021-01-18",202,1,1,1
"LA","2021-01-18",33,0,0,0
"MA","2021-01-18",103,0,0,0
"MD","2021-01-18",5,0,0,0
"MI","2021-01-18",35,0,0,0
"MN","2021-01-18",8,0,0,0
"NC","2021-01-18",265,0,0,0
"NJ","2021-01-18",9,0,0,0
"NY","2021-01-18",6,0,0,0
"OH","2021-01-18",3,0,0,0
"PA","2021-01-18",223,3,2,1
"RI","2021-01-18",4,0,0,0
"SC","2021-01-18",6,0,0,0
"TN","2021-01-18",3,0,0,0
"TX","2021-01-18",285,2,2,2
"AL","2021-01-19",11,0,0,0
"AZ","2021-01-19",141,1,0,0
"CA","2021-01-19",667,10,9,8
"CO","2021-01-19",3,0,0,0
"FL","2021-01-19",613,25,19,18
"GA","2021-01-19",282,5,2,2
"IL","2021-01-19",35,0,0,0
"IN","2021-01-19",211,0,0,0
"KY","2021-01-19",7,0,0,0
"LA","2021-01-19",23,0,0,0
"MA","2021-01-19",100,3,2,0
"MD","2021-01-19",6,0,0,0
"MI","2021-01-19",38,0,0,0
"MN","2021-01-19",9,0,0,0
"MS","2021-01-19",5,0,0,0
"NC","2021-01-19",280,2,1,0
"NJ","2021-01-19",13,0,0,0
"NV","2021-01-19",3,0,0,0
"NY","2021-01-19",11,0,0,0
"OH","2021-01-19",11,0,0,0
"OR","2021-01-19",3,0,0,0
"PA","2021-01-19",275,3,1,0
"SC","2021-01-19",11,0,0,0
"TN","2021-01-19",6,0,0,0
"TX","2021-01-19",227,0,0,0
"VA","2021-01-19",7,0,0,0
"WI","2021-01-19",5,0,0,0
"AL","2021-01-20",6,0,0,0
"AZ","2021-01-20",101,0,0,0
"CA","2021-01-20",682,12,7,7
"FL","2021-01-20",657,29,11,11
"GA","2021-01-20",285,4,2,1
"IL","2021-01-20",22,0,0,0
"IN","2021-01-20",186,0,0,0
"KY","2021-01-20",3,0,0,0
"LA","2021-01-20",36,0,0,0
"MA","2021-01-20",101,4,2,0
"MD","2021-01-20",5,0,0,0
"MI","2021-01-20",34,0,0,0
"MN","2021-01-20",5,0,0,0
"NC","2021-01-20",242,0,0,0
"NJ","2021-01-20",10,0,0,0
"NM","2021-01-20",3,0,0,0
"NY","2021-01-20",16,0,0,0
"PA","2021-01-20",227,3,2,1
"TN","2021-01-20",3,0,0,0
"TX","2021-01-20",228,7,3,3
"AL","2021-01-21",5,0,0,0
"AR","2021-01-21",3,0,0,0
"AZ","2021-01-21",133,0,0,0
"CA","2021-01-21",674,20,1,1
"CT","2021-01-21",3,0,0,0
"FL","2021-01-21",664,36,6,4
"GA","2021-01-21",280,5,2,2
"IL","2021-01-21",27,1,1,0
"IN","2021-01-21",185,2,1,1
"KY","2021-01-21",5,0,0,0
"LA","2021-01-21",30,0,0,0
"MA","2021-01-21",84,1,1,0
"MI","2021-01-21",48,0,0,0
"MN","2021-01-21",13,0,0,0
"NC","2021-01-21",225,0,0,0
"NJ","2021-01-21",6,0,0,0
"NY","2021-01-21",6,1,1,1
"OH","2021-01-21",7,0,0,0
"OK","2021-01-21",3,0,0,0
"PA","2021-01-21",276,0,0,0
"SC","2021-01-21",3,0,0,0
"TX","2021-01-21",249,2,2,2
"WA","2021-01-21",3,0,0,0
"WI","2021-01-21",3,0,0,0
"AL","2021-01-22",10,0,0,0
"AZ","2021-01-22",97,2,1,0
"CA","2021-01-22",629,7,2,2
"FL","2021-01-22",711,27,6,5
"GA","2021-01-22",267,7,2,1
"IL","2021-01-22",27,2,1,0
"IN","2021-01-22",161,3,1,0
"LA","2021-01-22",26,1,1,1
"MA","2021-01-22",92,1,0,0
"MD","2021-01-22",4,0,0,0
"MI","2021-01-22",39,1,1,1
"MN","2021-01-22",9,0,0,0
"NC","2021-01-22",201,0,0,0
"NJ","2021-01-22",9,1,0,0
"NY","2021-01-22",10,0,0,0
"OH","2021-01-22",6,0,0,0
"OK","2021-01-22",4,0,0,0
"PA","2021-01-22",257,3,2,2
"SC","2021-01-22",3,0,0,0
"TX","2021-01-22",229,6,1,1
"VA","2021-01-22",4,0,0,0
"WI","2021-01-22",3,0,0,0
"AL","2021-01-23",5,0,0,0
"AZ","2021-01-23",79,0,0,0
"CA","2021-01-23",436,7,0,0
"FL","2021-01-23",525,26,26,26
"GA","2021-01-23",226,2,2,2
"IL","2021-01-23",25,2,2,1
"IN","2021-01-23",137,0,0,0
"LA","2021-01-23",24,0,0,0
"MA","2021-01-23",83,1,1,0
"MI","2021-01-23",23,0,0,0
"MN","2021-01-23",4,0,0,0
"MS","2021-01-23",4,0,0,0
"NC","2021-01-23",213,1,1,1
"NJ","2021-01-23",5,0,0,0
"OH","2021-01-23",5,0,0,0
"PA","2021-01-23",193,0,0,0
"SC","2021-01-23",4,0,0,0
"TN","2021-01-23",3,0,0,0
"TX","2021-01-23",208,0,0,0
"WI","2021-01-23",3,0,0,0
"AZ","2021-01-24",74,1,0,0
"CA","2021-01-24",422,12,1,0
"FL","2021-01-24",528,27,1,1
"GA","2021-01-24",232,5,0,0
"IL","2021-01-24",24,0,0,0
"IN","2021-01-24",149,0,0,0
"LA","2021-01-24",36,0,0,0
"MA","2021-01-24",45,1,0,0
"MI","2021-01-24",35,0,0,0
"MN","2021-01-24",7,0,0,0
"NC","2021-01-24",157,1,0,0
"NJ","2021-01-24",4,0,0,0
"NY","2021-01-24",4,1,0,0
"PA","2021-01-24",186,3,2,2
"TX","2021-01-24",158,0,0,0
"WI","2021-01-24",3,0,0,0
"AL","2021-01-25",4,0,0,0
"AZ","2021-01-25",116,0,0,0
"CA","2021-01-25",538,17,1,0
"FL","2021-01-25",701,50,3,2
"GA","2021-01-25",294,6,0,0
"IL","2021-01-25",3,1,0,0
"IN","2021-01-25",129,0,0,0
"LA","2021-01-25",38,1,1,1
"MA","2021-01-25",129,6,0,0
"MD","2021-01-25",3,0,0,0
"MI","2021-01-25",46,0,0,0
"MN","2021-01-25",9,0,0,0
"NC","2021-01-25",220,1,0,0
"NJ","2021-01-25",10,0,0,0
"NM","2021-01-25",3,0,0,0
"NY","2021-01-25",12,1,0,0
"OH","2021-01-25",3,0,0,0
"PA","2021-01-25",220,6,0,0
"SC","2021-01-25",5,0,0,0
"TX","2021-01-25",257,1,0,0
"VA","2021-01-25",3,0,0,0
"AL","2021-01-26",5,0,0,0
"AZ","2021-01-26",89,1,1,0
"CA","2021-01-26",545,13,2,2
"DE","2021-01-26",3,0,0,0
"FL","2021-01-26",605,34,32,31
"GA","2021-01-26",273,0,0,0
"IL","2021-01-26",23,0,0,0
"IN","2021-01-26",134,0,0,0
"KY","2021-01-26",6,0,0,0
"LA","2021-01-26",34,0,0,0
"MA","2021-01-26",92,1,1,1
"MI","2021-01-26",33,0,0,0
"MN","2021-01-26",12,0,0,0
"MS","2021-01-26",3,0,0,0
"NC","2021-01-26",216,3,3,3
"NJ","2021-01-26",5,0,0,0
"NV","2021-01-26",3,0,0,0
"NY","2021-01-26",3,0,0,0
"OH","2021-01-26",9,0,0,0
"PA","2021-01-26",233,2,2,1
"SC","2021-01-26",10,0,0,0
"TN","2021-01-26",6,0,0,0
"TX","2021-01-26",256,8,8,8
"WI","2021-01-26",3,0,0,0
"WV","2021-01-26",4,0,0,0
"AZ","2021-01-27",106,0,0,0
"CA","2021-01-27",541,8,0,0
"FL","2021-01-27",578,47,46,40
"GA","2021-01-27",240,3,2,2
"IL","2021-01-27",21,1,1,0
"IN","2021-01-27",114,1,1,0
"KY","2021-01-27",3,0,0,0
"LA","2021-01-27",34,0,0,0
"MA","2021-01-27",62,3,3,1
"MI","2021-01-27",33,0,0,0
"MN","2021-01-27",11,1,1,0
"NC","2021-01-27",201,3,3,3
"NJ","2021-01-27",5,0,0,0
"NY","2021-01-27",5,0,0,0
"OH","2021-01-27",4,0,0,0
"PA","2021-01-27",207,4,4,4
"SC","2021-01-27",3,0,0,0
"TX","2021-01-27",202,4,4,4
"AZ","2021-01-28",85,0,0,0
"CA","2021-01-28",535,11,1,1
"CT","2021-01-28",4,0,0,0
"FL","2021-01-28",609,44,43,38
"GA","2021-01-28",298,4,4,3
"IL","2021-01-28",32,0,0,0
"IN","2021-01-28",112,1,1,1
"KY","2021-01-28",5,0,0,0
"LA","2021-01-28",23,1,1,1
"MA","2021-01-28",77,1,1,0
"MI","2021-01-28",22,0,0,0
"MN","2021-01-28",5,0,0,0
"NC","2021-01-28",183,1,1,1
"NJ","2021-01-28",8,0,0,0
"NY","2021-01-28",5,0,0,0
"OH","2021-01-28",6,0,0,0
"PA","2021-01-28",222,0,0,0
"SC","2021-01-28",5,0,0,0
"TN","2021-01-28",4,0,0,0
"TX","2021-01-28",200,3,3,3
"VA","2021-01-28",6,0,0,0
"WI","2021-01-28",3,0,0,0
"AL","2021-01-29",7,0,0,0
"AZ","2021-01-29",82,1,0,0
"CA","2021-01-29",315,3,0,0
"FL","2021-01-29",518,41,1,1
"GA","2021-01-29",256,7,0,0
"IL","2021-01-29",26,2,0,0
"IN","2021-01-29",109,0,0,0
"LA","2021-01-29",13,0,0,0
"MA","2021-01-29",82,1,0,0
"MD","2021-01-29",3,0,0,0
"MI","2021-01-29",19,0,0,0
"MN","2021-01-29",9,0,0,0
"NC","2021-01-29",175,1,0,0
"NJ","2021-01-29",9,2,0,0
"NY","2021-01-29",4,0,0,0
"OH","2021-01-29",7,1,0,0
"PA","2021-01-29",224,5,1,1
"TN","2021-01-29",4,0,0,0
"TX","2021-01-29",164,2,0,0
"AZ","2021-01-30",71,1,0,0
"CA","2021-01-30",329,6,0,0
"FL","2021-01-30",472,31,0,0
"GA","2021-01-30",195,5,0,0
"IL","2021-01-30",21,1,0,0
"IN","2021-01-30",104,0,0,0
"KY","2021-01-30",3,0,0,0
"LA","2021-01-30",23,0,0,0
"MA","2021-01-30",82,1,0,0
"MD","2021-01-30",3,0,0,0
"MI","2021-01-30",21,0,0,0
"MN","2021-01-30",4,0,0,0
"MS","2021-01-30",3,0,0,0
"NC","2021-01-30",155,1,0,0
"NJ","2021-01-30",13,1,0,0
"NY","2021-01-30",5,0,0,0
"OH","2021-01-30",4,1,0,0
"PA","2021-01-30",191,2,0,0
"SC","2021-01-30",7,0,0,0
"TX","2021-01-30",164,2,0,0
"AZ","2021-01-31",41,0,0,0
"CA","2021-01-31",264,5,0,0
"FL","2021-01-31",387,37,0,0
"GA","2021-01-31",198,3,0,0
"IL","2021-01-31",14,0,0,0
"IN","2021-01-31",74,1,0,0
"KY","2021-01-31",3,0,0,0
"LA","2021-01-31",10,1,0,0
"MA","2021-01-31",56,0,0,0
"MI","2021-01-31",22,0,0,0
"MN","2021-01-31",3,0,0,0
"NC","2021-01-31",147,0,0,0
"NJ","2021-01-31",3,0,0,0
"NY","2021-01-31",4,0,0,0
"PA","2021-01-31",203,3,0,0
"TX","2021-01-31",138,1,0,0
"AL","2021-02-01",3,0,0,0
"AZ","2021-02-01",81,0,0,0
"CA","2021-02-01",426,9,0,0
"FL","2021-02-01",538,51,0,0
"GA","2021-02-01",271,15,0,0
"IL","2021-02-01",30,2,0,0
"IN","2021-02-01",106,0,0,0
"LA","2021-02-01",23,0,0,0
"MA","2021-02-01",115,0,0,0
"MI","2021-02-01",33,0,0,0
"MN","2021-02-01",8,2,0,0
"NC","2021-02-01",183,2,0,0
"NJ","2021-02-01",3,0,0,0
"NY","2021-02-01",3,0,0,0
"OH","2021-02-01",5,0,0,0
"PA","2021-02-01",140,2,0,0
"SC","2021-02-01",5,0,0,0
"TN","2021-02-01",7,0,0,0
"TX","2021-02-01",207,5,0,0
"AL","2021-02-02",5,0,0,0
"AZ","2021-02-02",79,0,0,0
"CA","2021-02-02",434,16,0,0
"DE","2021-02-02",4,0,0,0
"FL","2021-02-02",515,49,0,0
"GA","2021-02-02",209,4,0,0
"IL","2021-02-02",22,0,0,0
"IN","2021-02-02",103,0,0,0
"KY","2021-02-02",4,0,0,0
"LA","2021-02-02",17,0,0,0
"MA","2021-02-02",99,5,0,0
"MI","2021-02-02",34,0,0,0
"MN","2021-02-02",7,0,0,0
"NC","2021-02-02",178,3,0,0
"NV","2021-02-02",4,0,0,0
"NY","2021-02-02",4,1,0,0
"OH","2021-02-02",6,0,0,0
"PA","2021-02-02",165,0,0,0
"SC","2021-02-02",9,0,0,0
"TN","2021-02-02",7,0,0,0
"TX","2021-02-02",179,6,0,0
"WI","2021-02-02",3,0,0,0
"AZ","2021-02-03",64,0,0,0
"CA","2021-02-03",399,14,0,0
"FL","2021-02-03",409,56,0,0
"GA","2021-02-03",219,13,0,0
"IL","2021-02-03",10,0,0,0
"IN","2021-02-03",95,1,0,0
"LA","2021-02-03",18,0,0,0
"MA","2021-02-03",87,4,0,0
"MI","2021-02-03",25,0,0,0
"MN","2021-02-03",6,0,0,0
"NC","2021-02-03",156,1,0,0
"NJ","2021-02-03",5,0,0,0
"NY","2021-02-03",9,0,0,0
"OH","2021-02-03",4,0,0,0
"PA","2021-02-03",273,8,0,0
"SC","2021-02-03",6,0,0,0
"TX","2021-02-03",175,11,0,0
"WV","2021-02-03",3,0,0,0
"AZ","2021-02-04",54,1,0,0
"CA","2021-02-04",356,16,0,0
"DE","2021-02-04",3,0,0,0
"FL","2021-02-04",385,41,0,0
"GA","2021-02-04",208,7,0,0
"IL","2021-02-04",17,0,0,0
"IN","2021-02-04",93,2,0,0
"LA","2021-02-04",22,0,0,0
"MA","2021-02-04",101,5,0,0
"MD","2021-02-04",3,0,0,0
"MI","2021-02-04",29,1,0,0
"MN","2021-02-04",13,0,0,0
"NC","2021-02-04",156,0,0,0
"NJ","2021-02-04",9,0,0,0
"NV","2021-02-04",3,0,0,0
"NY","2021-02-04",4,0,0,0
"OH","2021-02-04",7,0,0,0
"PA","2021-02-04",213,9,0,0
"TN","2021-02-04",6,1,0,0
"TX","2021-02-04",167,12,0,0
"VA","2021-02-04",4,0,0,0
"AL","2021-02-05",5,0,0,0
"AZ","2021-02-05",59,0,0,0
"CA","2021-02-05",268,10,0,0
"CT","2021-02-05",3,0,0,0
"FL","2021-02-05",392,49,0,0
"GA","2021-02-05",189,5,0,0
"IL","2021-02-05",24,0,0,0
"IN","2021-02-05",69,1,0,0
"LA","2021-02-05",16,0,0,0
"MA","2021-02-05",102,2,0,0
"MI","2021-02-05",24,1,0,0
"MN","2021-02-05",7,0,0,0
"NC","2021-02-05",136,1,0,0
"NJ","2021-02-05",5,0,0,0
"NY","2021-02-05",8,1,0,0
"PA","2021-02-05",204,1,0,0
"TX","2021-02-05",131,6,0,0
"AZ","2021-02-06",40,0,0,0
"CA","2021-02-06",191,9,0,0
"FL","2021-02-06",362,39,0,0
"GA","2021-02-06",157,6,0,0
"IL","2021-02-06",18,0,0,0
"IN","2021-02-06",64,2,0,0
"LA","2021-02-06",8,1,0,0
"MA","2021-02-06",70,1,0,0
"MI","2021-02-06",18,0,0,0
"MN","2021-02-06",6,0,0,0
"MS","2021-02-06",5,0,0,0
"NC","2021-02-06",125,1,0,0
"NJ","2021-02-06",6,1,0,0
"NY","2021-02-06",3,0,0,0
"PA","2021-02-06",193,5,0,0
"TX","2021-02-06",113,4,0,0
"VA","2021-02-06",4,0,0,0
"AL","2021-02-07",3,1,0,0
"AZ","2021-02-07",40,0,0,0
"CA","2021-02-07",210,3,0,0
"FL","2021-02-07",341,39,0,0
"GA","2021-02-07",137,7,0,0
"IL","2021-02-07",12,0,0,0
"IN","2021-02-07",80,2,0,0
"LA","2021-02-07",8,0,0,0
"MA","2021-02-07",74,1,0,0
"MI","2021-02-07",13,1,0,0
"MN","2021-02-07",6,0,0,0
"NC","2021-02-07",117,0,0,0
"NJ","2021-02-07",4,0,0,0
"NY","2021-02-07",7,1,0,0
"PA","2021-02-07",99,4,0,0
"TX","2021-02-07",109,3,0,0
"AL","2021-02-08",4,0,0,0
"AZ","2021-02-08",48,1,0,0
"CA","2021-02-08",276,14,0,0
"CT","2021-02-08",3,0,0,0
"FL","2021-02-08",425,59,0,0
"GA","2021-02-08",173,11,0,0
"IL","2021-02-08",9,0,0,0
"IN","2021-02-08",86,2,0,0
"LA","2021-02-08",9,1,0,0
"MA","2021-02-08",75,1,0,0
"MD","2021-02-08",3,0,0,0
"MI","2021-02-08",22,0,0,0
"MN","2021-02-08",15,0,0,0
"NC","2021-02-08",126,0,0,0
"NJ","2021-02-08",5,0,0,0
"NY","2021-02-08",3,0,0,0
"PA","2021-02-08",165,4,0,0
"SC","2021-02-08",3,0,0,0
"TN","2021-02-08",3,0,0,0
"TX","2021-02-08",128,11,0,0
"AL","2021-02-09",4,0,0,0
"AZ","2021-02-09",51,1,0,0
"CA","2021-02-09",286,15,0,0
"FL","2021-02-09",386,61,0,0
"GA","2021-02-09",151,11,0,0
"IL","2021-02-09",12,1,0,0
"IN","2021-02-09",64,0,0,0
"KY","2021-02-09",5,0,0,0
"LA","2021-02-09",12,0,0,0
"MA","2021-02-09",65,1,0,0
"MI","2021-02-09",11,0,0,0
"MN","2021-02-09",11,0,0,0
"NC","2021-02-09",110,1,0,0
"NJ","2021-02-09",8,1,0,0
"NV","2021-02-09",4,0,0,0
"OH","2021-02-09",3,0,0,0
"PA","2021-02-09",148,4,0,0
"SC","2021-02-09",8,0,0,0
"TX","2021-02-09",128,7,0,0
"AZ","2021-02-10",35,2,0,0
"CA","2021-02-10",249,10,0,0
"FL","2021-02-10",7,1,0,0
"NJ","2021-02-10",3,0,0,0
"PA","2021-02-10",71,0,0,0
"TX","2021-02-10",30,0,0,0
"CA","2021-02-11",19,1,0,0
